"city","year","sport","discipline","athlete","noc","gender","event","event_gender","medal","ioc","country"
"Atlanta",1996,"Archery","Archery","SADOVNYCHA, Olena","UKR","Women","individual (FITA Olympic round - 70m)","W","Bronze","UKR","Ukraine"
"Atlanta",1996,"Athletics","Athletics","KRYKUN, Oleksiy","UKR","Men","hammer throw","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Athletics","Athletics","BABAKOVA, Inha","UKR","Women","high jump","W","Bronze","UKR","Ukraine"
"Atlanta",1996,"Athletics","Athletics","BAGACH, Oleksandr","UKR","Men","shot put","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Athletics","Athletics","KRAVETS, Inessa","UKR","Women","triple jump","W","Gold","UKR","Ukraine"
"Atlanta",1996,"Boxing","Boxing","KIRYUKHIN, Oleg","UKR","Men","- 48kg (light-flyweight)","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Boxing","Boxing","KLICHKO, Vladimir","UKR","Men","+ 91kg (super heavyweight)","M","Gold","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","PODKOPAYEVA, Lilia","UKR","Women","balance beam","W","Silver","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","PODKOPAYEVA, Lilia","UKR","Women","floor exercises","W","Gold","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","PODKOPAYEVA, Lilia","UKR","Women","individual all-round","W","Gold","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","SHARIPOV, Roustam","UKR","Men","parallel bars","M","Gold","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","KOROBCHINSKI, Igor","UKR","Men","team competition","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","KOSIAK, Oleg","UKR","Men","team competition","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","MISUTIN, Grigori","UKR","Men","team competition","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","SHAMENKO, Vladimir","UKR","Men","team competition","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","SHARIPOV, Roustam","UKR","Men","team competition","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","SVETLICHNYI, Alexandre","UKR","Men","team competition","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Artistic G.","YERMAKOV, Yuri","UKR","Men","team competition","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Rhythmic G.","VITRICHENKO, Elena","UKR","Women","individual all-round","W","Bronze","UKR","Ukraine"
"Atlanta",1996,"Gymnastics","Rhythmic G.","SEREBRYANSKAYA, Ekaterina","UKR","Women","individual all-round","W","Gold","UKR","Ukraine"
"Atlanta",1996,"Rowing","Rowing","FROLOVA, Inna","UKR","Women","quadruple sculls without coxswain (4x)","W","Silver","UKR","Ukraine"
"Atlanta",1996,"Rowing","Rowing","MAZIY, Svetlana","UKR","Women","quadruple sculls without coxswain (4x)","W","Silver","UKR","Ukraine"
"Atlanta",1996,"Rowing","Rowing","MIFTAKHUTDINOVA, Diana","UKR","Women","quadruple sculls without coxswain (4x)","W","Silver","UKR","Ukraine"
"Atlanta",1996,"Rowing","Rowing","RONZHINA, Olena","UKR","Women","quadruple sculls without coxswain (4x)","W","Silver","UKR","Ukraine"
"Atlanta",1996,"Sailing","Sailing","BRASLAVETS, Yevhen","UKR","Men","470 - Two Person Dinghy","M","Gold","UKR","Ukraine"
"Atlanta",1996,"Sailing","Sailing","MATVIYENKO, Ihor","UKR","Men","470 - Two Person Dinghy","M","Gold","UKR","Ukraine"
"Atlanta",1996,"Sailing","Sailing","PAKHOLCHIK, Olena","UKR","Women","470 - Two Person Dinghy","W","Bronze","UKR","Ukraine"
"Atlanta",1996,"Sailing","Sailing","TARAN, Ruslana","UKR","Women","470 - Two Person Dinghy","W","Bronze","UKR","Ukraine"
"Atlanta",1996,"Weightlifting","Weightlifting","HORDIYCHUK, Mykola","UKR","Men","91 - 99kg, total (first-heavyweight)","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Weightlifting","Weightlifting","TAIMAZOV, Timour","UKR","Men","99 - 108kg, total (heavyweight)","M","Gold","UKR","Ukraine"
"Atlanta",1996,"Wrestling","Wrestling Free.","TEDEYEV, Elbrus","UKR","Men","57 - 62kg (featherweight)","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Wrestling","Wrestling Free.","ZOZIROV, Zaza","UKR","Men","62 - 68kg (lightweight)","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Wrestling","Wrestling Gre-R","KALASHNIKOV, Andriy","UKR","Men","48 - 52kg (flyweight)","M","Bronze","UKR","Ukraine"
"Atlanta",1996,"Wrestling","Wrestling Gre-R","OLEYNYK, Vyacheslav","UKR","Men","82 - 90kg (light-heavyweight)","M","Gold","UKR","Ukraine"
"Sydney",2000,"Aquatics","Diving","SOROKINA, Ganna","UKR","Women","synchronized diving 3m springboard","W","Bronze","UKR","Ukraine"
"Sydney",2000,"Aquatics","Diving","ZHUPINA, Olena","UKR","Women","synchronized diving 3m springboard","W","Bronze","UKR","Ukraine"
"Sydney",2000,"Aquatics","Swimming","SYLANTYEV, Denys","UKR","Men","200m butterfly","M","Silver","UKR","Ukraine"
"Sydney",2000,"Aquatics","Swimming","KLOCHKOVA, Yana","UKR","Women","200m individual medley","W","Gold","UKR","Ukraine"
"Sydney",2000,"Aquatics","Swimming","KLOCHKOVA, Yana","UKR","Women","400m individual medley","W","Gold","UKR","Ukraine"
"Sydney",2000,"Aquatics","Swimming","KLOCHKOVA, Yana","UKR","Women","800m freestyle","W","Silver","UKR","Ukraine"
"Sydney",2000,"Archery","Archery","BURDEYNA, Nataliya","UKR","Women","team (FITA Olympic round - 70m)","W","Silver","UKR","Ukraine"
"Sydney",2000,"Archery","Archery","SADOVNYCHA, Olena","UKR","Women","team (FITA Olympic round - 70m)","W","Silver","UKR","Ukraine"
"Sydney",2000,"Archery","Archery","SERDYUK, Kateryna","UKR","Women","team (FITA Olympic round - 70m)","W","Silver","UKR","Ukraine"
"Sydney",2000,"Athletics","Athletics","SCHURENKO, Roman","UKR","Men","long jump","M","Bronze","UKR","Ukraine"
"Sydney",2000,"Athletics","Athletics","HOVOROVA, Olena","UKR","Women","triple jump","W","Bronze","UKR","Ukraine"
"Sydney",2000,"Boxing","Boxing","SYDORENKO, Volodymyr","UKR","Men","48 - 51kg (flyweight)","M","Bronze","UKR","Ukraine"
"Sydney",2000,"Boxing","Boxing","DANYLCHENKO, Sergiy","UKR","Men","51 - 54kg (bantamweight)","M","Bronze","UKR","Ukraine"
"Sydney",2000,"Boxing","Boxing","KOTELNYK, Andriy","UKR","Men","57 - 60kg (lightweight)","M","Silver","UKR","Ukraine"
"Sydney",2000,"Boxing","Boxing","DOTSENKO, Sergey","UKR","Men","63.5 - 67kg (welterweight)","M","Silver","UKR","Ukraine"
"Sydney",2000,"Boxing","Boxing","FEDCHUK, Andriy","UKR","Men","75 - 81kg (light-heavyweight)","M","Bronze","UKR","Ukraine"
"Sydney",2000,"Cycling","Cycling Track","YANOVYCH, Iryna","UKR","Women","sprint","W","Bronze","UKR","Ukraine"
"Sydney",2000,"Cycling","Cycling Track","CHERNYAVSKYY, Sergiy","UKR","Men","Team Pursuit (4000m)","M","Silver","UKR","Ukraine"
"Sydney",2000,"Cycling","Cycling Track","FEDENKO, Oleksandr","UKR","Men","Team Pursuit (4000m)","M","Silver","UKR","Ukraine"
"Sydney",2000,"Cycling","Cycling Track","MATVEYEV, Sergiy","UKR","Men","Team Pursuit (4000m)","M","Silver","UKR","Ukraine"
"Sydney",2000,"Cycling","Cycling Track","SIMONENKO, Alexander","UKR","Men","Team Pursuit (4000m)","M","Silver","UKR","Ukraine"
"Sydney",2000,"Gymnastics","Artistic G.","BERESH, Oleksandr","UKR","Men","individual all-round","M","Bronze","UKR","Ukraine"
"Sydney",2000,"Gymnastics","Artistic G.","BERESH, Oleksandr","UKR","Men","team competition","M","Silver","UKR","Ukraine"
"Sydney",2000,"Gymnastics","Artistic G.","GONCHAROV, Valeri","UKR","Men","team competition","M","Silver","UKR","Ukraine"
"Sydney",2000,"Gymnastics","Artistic G.","MYEZYENTSEV, Ruslan","UKR","Men","team competition","M","Silver","UKR","Ukraine"
"Sydney",2000,"Gymnastics","Artistic G.","PERESHKURA, Valeriy","UKR","Men","team competition","M","Silver","UKR","Ukraine"
"Sydney",2000,"Gymnastics","Artistic G.","SVETLICHNYI, Alexandre","UKR","Men","team competition","M","Silver","UKR","Ukraine"
"Sydney",2000,"Gymnastics","Artistic G.","ZOZULIA, Roman","UKR","Men","team competition","M","Silver","UKR","Ukraine"
"Sydney",2000,"Gymnastics","Trampoline","TSYHULEVA, Oksana","UKR","Women","individual","W","Silver","UKR","Ukraine"
"Sydney",2000,"Judo","Judo","MASHURENKO, Ruslan","UKR","Men","81 - 90kg (middleweight)","M","Bronze","UKR","Ukraine"
"Sydney",2000,"Sailing","Sailing","PAKHOLCHIK, Olena","UKR","Women","470 - Two Person Dinghy","W","Bronze","UKR","Ukraine"
"Sydney",2000,"Sailing","Sailing","TARAN, Ruslana","UKR","Women","470 - Two Person Dinghy","W","Bronze","UKR","Ukraine"
"Sydney",2000,"Shooting","Shooting","MILCHEV, Mykola","UKR","Men","skeet (125 targets)","M","Gold","UKR","Ukraine"
"Sydney",2000,"Wrestling","Wrestling Free.","BUSLOVYCH, Yevgen","UKR","Men","54 - 58kg","M","Silver","UKR","Ukraine"
"Sydney",2000,"Wrestling","Wrestling Gre-R","SALDADZE, Davyd","UKR","Men","85 - 97kg","M","Silver","UKR","Ukraine"
"Athens",2004,"Aquatics","Swimming","SERDINOV, Andriy","UKR","Men","100m butterfly","M","Bronze","UKR","Ukraine"
"Athens",2004,"Aquatics","Swimming","KLOCHKOVA, Yana","UKR","Women","200m individual medley","W","Gold","UKR","Ukraine"
"Athens",2004,"Aquatics","Swimming","KLOCHKOVA, Yana","UKR","Women","400m individual medley","W","Gold","UKR","Ukraine"
"Athens",2004,"Archery","Archery","HRACHOV, Dmytro","UKR","Men","team (FITA Olympic round - 70m)","M","Bronze","UKR","Ukraine"
"Athens",2004,"Archery","Archery","RUBAN, Viktor","UKR","Men","team (FITA Olympic round - 70m)","M","Bronze","UKR","Ukraine"
"Athens",2004,"Archery","Archery","SERDYUK, Oleksandr","UKR","Men","team (FITA Olympic round - 70m)","M","Bronze","UKR","Ukraine"
"Athens",2004,"Athletics","Athletics","KRASOVSKA, Olena","UKR","Women","100m hurdles","W","Silver","UKR","Ukraine"
"Athens",2004,"Athletics","Athletics","TERESHCHUK-ANTIPOVA, Tetiana","UKR","Women","400m hurdles","W","Bronze","UKR","Ukraine"
"Athens",2004,"Athletics","Athletics","STYOPINA, Viktoriya","UKR","Women","high jump","W","Bronze","UKR","Ukraine"
"Athens",2004,"Athletics","Athletics","BILONOG, Yuriy","UKR","Men","shot put","M","Gold","UKR","Ukraine"
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","BALABANOVA, Hanna","UKR","Women","K-4 500m (kayak four)","W","Bronze","UKR","Ukraine"
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","CHEREVATOVA, Olena","UKR","Women","K-4 500m (kayak four)","W","Bronze","UKR","Ukraine"
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","OSYPENKO, Inna","UKR","Women","K-4 500m (kayak four)","W","Bronze","UKR","Ukraine"
"Athens",2004,"Canoe / Kayak","Canoe / Kayak F","SEMYKINA, Tetyana","UKR","Women","K-4 500m (kayak four)","W","Bronze","UKR","Ukraine"
"Athens",2004,"Fencing","Fencing","TRETIAK, Vladislav","UKR","Men","sabre individual","M","Bronze","UKR","Ukraine"
"Athens",2004,"Gymnastics","Artistic G.","GONCHAROV, Valeri","UKR","Men","parallel bars","M","Gold","UKR","Ukraine"
"Athens",2004,"Gymnastics","Rhythmic G.","BESSONOVA, Anna","UKR","Women","individual all-round","W","Bronze","UKR","Ukraine"
"Athens",2004,"Gymnastics","Trampoline","NIKITIN, Yuri","UKR","Men","individual","M","Gold","UKR","Ukraine"
"Athens",2004,"Handball","Handball","BORODINA, Anastasiya","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","BORYSENKO, Nataliya","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","BURMYSTROVA, Ganna","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","HONCHAROVA, Iryna","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","LYAPINA, Nataliya","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","MARKUSHEVSKA, Galyna","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","RADCHENKO, Olena","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","RAYHEL, Oxana","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","SHEVCHENKO, Lyudmyla","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","SHINKARENKO, Tetyana","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","SIUKALO, Ganna","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","TSYGITSA, Olena","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","VERGELYUK, Maryna","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","YATSENKO, Olena","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Handball","Handball","ZASPA, Larysa","UKR","Women","handball","W","Bronze","UKR","Ukraine"
"Athens",2004,"Judo","Judo","GONTIUK, Roman","UKR","Men","73 - 81kg (half-middleweight)","M","Silver","UKR","Ukraine"
"Athens",2004,"Rowing","Rowing","BILUSHCHENKO, Sergij","UKR","Men","quadruple sculls without coxswain (4x)","M","Bronze","UKR","Ukraine"
"Athens",2004,"Rowing","Rowing","GRIN, Sergij","UKR","Men","quadruple sculls without coxswain (4x)","M","Bronze","UKR","Ukraine"
"Athens",2004,"Rowing","Rowing","LYKOV, Oleg","UKR","Men","quadruple sculls without coxswain (4x)","M","Bronze","UKR","Ukraine"
"Athens",2004,"Rowing","Rowing","SHAPOSHNIKOV, Leonid","UKR","Men","quadruple sculls without coxswain (4x)","M","Bronze","UKR","Ukraine"
"Athens",2004,"Sailing","Sailing","LEONCHUK, Georgii","UKR","Men","49er - Skiff","X","Silver","UKR","Ukraine"
"Athens",2004,"Sailing","Sailing","LUKA, Rodion","UKR","Men","49er - Skiff","X","Silver","UKR","Ukraine"
"Athens",2004,"Sailing","Sailing","KALININA, Ganna","UKR","Women","Yngling - Keelboat","W","Silver","UKR","Ukraine"
"Athens",2004,"Sailing","Sailing","MATEVUSHEVA, Svitlana","UKR","Women","Yngling - Keelboat","W","Silver","UKR","Ukraine"
"Athens",2004,"Sailing","Sailing","TARAN, Ruslana","UKR","Women","Yngling - Keelboat","W","Silver","UKR","Ukraine"
"Athens",2004,"Shooting","Shooting","KOSTEVYCH, Olena","UKR","Women","10m air pistol (40 shots)","W","Gold","UKR","Ukraine"
"Athens",2004,"Weightlifting","Weightlifting","RAZORONOV, Igor","UKR","Men","105kg","M","Silver","UKR","Ukraine"
"Athens",2004,"Weightlifting","Weightlifting","SKAKUN, Nataliya","UKR","Women","63kg","W","Gold","UKR","Ukraine"
"Athens",2004,"Wrestling","Wrestling Free.","MERLENI, Irini","UKR","Women","- 48kg","W","Gold","UKR","Ukraine"
"Athens",2004,"Wrestling","Wrestling Free.","TEDEYEV, Elbrus","UKR","Men","60 - 66kg","M","Gold","UKR","Ukraine"
"Beijing",2008,"Aquatics","Diving","KVASHA, Illya","UKR","Men","synchronized diving 3m springboard","M","Bronze","UKR","Ukraine"
"Beijing",2008,"Aquatics","Diving","PRYGOROV, Oleksiy","UKR","Men","synchronized diving 3m springboard","M","Bronze","UKR","Ukraine"
"Beijing",2008,"Archery","Archery","RUBAN, Viktor","UKR","Men","individual (FITA Olympic round - 70m)","M","Gold","UKR","Ukraine"
"Beijing",2008,"Athletics","Athletics","TOBIAS, Nataliya","UKR","Women","1500m","W","Bronze","UKR","Ukraine"
"Beijing",2008,"Athletics","Athletics","LISHCHYNSKA, Iryna","UKR","Women","1500m","W","Silver","UKR","Ukraine"
"Beijing",2008,"Athletics","Athletics","ANTONOVA, Olena","UKR","Women","discus throw","W","Bronze","UKR","Ukraine"
"Beijing",2008,"Athletics","Athletics","DOBRYNSKA, Nataliia","UKR","Women","heptathlon","W","Gold","UKR","Ukraine"
"Beijing",2008,"Athletics","Athletics","YURCHENKO, Denys","UKR","Men","pole vault","M","Bronze","UKR","Ukraine"
"Beijing",2008,"Boxing","Boxing","GLAZKOV, Vyacheslav","UKR","Men","+ 91kg (super heavyweight)","M","Bronze","UKR","Ukraine"
"Beijing",2008,"Boxing","Boxing","LOMACHENKO, Vasyl","UKR","Men","54 - 57kg (featherweight)","M","Gold","UKR","Ukraine"
"Beijing",2008,"Canoe / Kayak","Canoe / Kayak F","CHEBAN, Iurii","UKR","Men","C-1 500m (canoe single)","M","Bronze","UKR","Ukraine"
"Beijing",2008,"Canoe / Kayak","Canoe / Kayak F","OSYPENKO-RADOMSKA, Inna","UKR","Women","K-1 500m (kayak single)","W","Gold","UKR","Ukraine"
"Beijing",2008,"Cycling","Cycling Track","KALITOVSKA, Lesya","UKR","Women","individual pursuit","W","Bronze","UKR","Ukraine"
"Beijing",2008,"Fencing","Fencing","KHARLAN, Olga","UKR","Women","sabre team","W","Gold","UKR","Ukraine"
"Beijing",2008,"Fencing","Fencing","KHOMROVA, Olena","UKR","Women","sabre team","W","Gold","UKR","Ukraine"
"Beijing",2008,"Fencing","Fencing","PUNDYK, Halyna","UKR","Women","sabre team","W","Gold","UKR","Ukraine"
"Beijing",2008,"Fencing","Fencing","ZHOVNIR, Olha","UKR","Women","sabre team","W","Gold","UKR","Ukraine"
"Beijing",2008,"Gymnastics","Artistic G.","VOROBIOV, Oleksandr","UKR","Men","rings","M","Bronze","UKR","Ukraine"
"Beijing",2008,"Gymnastics","Rhythmic G.","BESSONOVA, Anna","UKR","Women","individual all-round","W","Bronze","UKR","Ukraine"
"Beijing",2008,"Judo","Judo","GONTIUK, Roman","UKR","Men","73 - 81kg (half-middleweight)","M","Bronze","UKR","Ukraine"
"Beijing",2008,"Modern Pentathlon","Modern Pentath.","TERESHUK, Victoria","UKR","Women","Individual competition","W","Bronze","UKR","Ukraine"
"Beijing",2008,"Shooting","Shooting","PETRIV, Oleksandr","UKR","Men","25m rapid fire pistol (60 shots)","M","Gold","UKR","Ukraine"
"Beijing",2008,"Shooting","Shooting","SUKHORUKOV, Yuriy","UKR","Men","50m rifle 3 positions (3x40 shots)","M","Silver","UKR","Ukraine"
"Beijing",2008,"Shooting","Shooting","AYVAZYAN, Artur","UKR","Men","50m rifle prone (60 shots)","M","Gold","UKR","Ukraine"
"Beijing",2008,"Weightlifting","Weightlifting","KOROBKA, Olha","UKR","Women","+ 75kg","W","Silver","UKR","Ukraine"
"Beijing",2008,"Weightlifting","Weightlifting","DAVYDOVA, Natalya","UKR","Women","69kg","W","Bronze","UKR","Ukraine"
"Beijing",2008,"Wrestling","Wrestling Free.","MERLENI, Irini","UKR","Women","- 48kg","W","Bronze","UKR","Ukraine"
"Beijing",2008,"Wrestling","Wrestling Free.","FEDORYSHYN, Vasyl","UKR","Men","55 - 60kg","M","Silver","UKR","Ukraine"
"Beijing",2008,"Wrestling","Wrestling Free.","STADNIK, Andriy","UKR","Men","60 - 66kg","M","Silver","UKR","Ukraine"
"Beijing",2008,"Wrestling","Wrestling Free.","DANKO, Taras","UKR","Men","74 - 84kg","M","Bronze","UKR","Ukraine"
"Beijing",2008,"Wrestling","Wrestling Gre-R","VARDANYAN, Armen","UKR","Men","60 - 66kg","M","Bronze","UKR","Ukraine"
"Helsinki",1952,"Athletics","Athletics","ANUFRIYEV, Aleksandr","URS","Men","10000m","M","Bronze","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","JUNK, Bruno","URS","Men","10000m walk","M","Bronze","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","KHNYKINA-DVALISHVILI, Nadezhda","URS","Women","200m","W","Bronze","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","KAZANTSEV, Vladimir","URS","Men","3000m steeplechase","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","LITUEV, Yuri","URS","Men","400m hurdles","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","KALYAEV, Lev","URS","Men","4x100m relay","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","SANADZE, Levan","URS","Men","4x100m relay","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","SUKHAREV, Vladimir","URS","Men","4x100m relay","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","TOKAREV, Boris","URS","Men","4x100m relay","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","GOLUBNICHAYA, Mariya","URS","Women","80m hurdles","W","Silver","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","DUMBADZE, Nina","URS","Women","discus throw","W","Bronze","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","ROMASHKOVA-PONOMAREVA, Nina","URS","Women","discus throw","W","Gold","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","BAGRYANTSEVA, Elizaveta","URS","Women","discus throw","W","Silver","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","CHUDINA, Aleksandra","URS","Women","high jump","W","Bronze","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","GORCHAKOVA, Elena","URS","Women","javelin throw","W","Bronze","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","CHUDINA, Aleksandra","URS","Women","javelin throw","W","Silver","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","CHUDINA, Aleksandra","URS","Women","long jump","W","Silver","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","TOCHENOVA, Klavdiya","URS","Women","shot put","W","Bronze","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","ZYBINA, Galina","URS","Women","shot put","W","Gold","URS","Soviet Union"
"Helsinki",1952,"Athletics","Athletics","SHCHERBAKOV, Leonid","URS","Men","triple jump","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","BUTAUTAS, Stiapas","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","DZHORDZHIKIYA, Nodar","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","KONYEV, Anatoli","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","KORKIYA, Otar Mikhailovich","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","KRUUS, Heino","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","KULLAM, Ilmar","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","LAGUNAVICHUS, Justinas","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","LYSOV, Iogan Fedorovich","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","MOISEEV, Aleksandr","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","OZEROV, Yuri","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","PETKYAVICHUS, Kasis","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","STONKUS, Stasis","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","VALDMANIS, Maigonis","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Basketball","Basketball","VLASOV, Viktor","URS","Men","basketball","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Boxing","Boxing","BULAKOV, Anatoli","URS","Men","- 51kg (flyweight)","M","Bronze","URS","Soviet Union"
"Helsinki",1952,"Boxing","Boxing","GARBUZOV, Gennadi","URS","Men","51 - 54kg (bantamweight)","M","Bronze","URS","Soviet Union"
"Helsinki",1952,"Boxing","Boxing","MEDNOV, Viktor","URS","Men","60 - 63.5kg (light-welterweight)","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Boxing","Boxing","SHCHERBAKOV, Sergei","URS","Men","63.5 - 67kg (welterweight)","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Boxing","Boxing","TISHIN, Boris","URS","Men","67 - 71kg (light-middleweight)","M","Bronze","URS","Soviet Union"
"Helsinki",1952,"Boxing","Boxing","PEROV, Anatoli","URS","Men","75 - 81kg (light-heavyweight)","M","Bronze","URS","Soviet Union"
"Helsinki",1952,"Canoe / Kayak","Canoe / Kayak F","SAVINA, Nina","URS","Women","K-1 500m (kayak single)","W","Bronze","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","BOCHAROVA, Nina","URS","Women","balance beam","W","Gold","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","GOROKHOVSKAYA, Mariya","URS","Women","balance beam","W","Silver","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","GOROKHOVSKAYA, Mariya","URS","Women","floor exercises","W","Silver","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","CHUKARIN, Viktor Ivanovich","URS","Men","individual all-round","M","Gold","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","SHAGINYAN, Grant","URS","Men","individual all-round","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","GOROKHOVSKAYA, Mariya","URS","Women","individual all-round","W","Gold","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","BOCHAROVA, Nina","URS","Women","individual all-round","W","Silver","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","CHUKARIN, Viktor Ivanovich","URS","Men","parallel bars","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","CHUKARIN, Viktor Ivanovich","URS","Men","pommel horse","M","Gold","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","KOROLKOV, Yevgeni","URS","Men","pommel horse","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","SHAGINYAN, Grant","URS","Men","pommel horse","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","LEONKIN, Dmitri","URS","Men","rings","M","Bronze","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","SHAGINYAN, Grant","URS","Men","rings","M","Gold","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","CHUKARIN, Viktor Ivanovich","URS","Men","rings","M","Silver","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","BELYAKOV, Vladimir","URS","Men","team competition","M","Gold","URS","Soviet Union"
"Helsinki",1952,"Gymnastics","Artistic G.","BERDIEV, Iosif","URS","Men","team competition","M","Gold","URS","Soviet Union"
